Date, Daily Fees ,average gas price,Date(UTC),Value (Wei),gas used,Date(UTC),Value,eth price,Date(UTC),Value,,,,,,,,
11/20/24, $221.21 ,,4/7/16,22920002717,,4/7/16,957476321,,4/7/16,10.08,,,,,,,,
11/19/24, $258.36 ,,4/8/16,23663537901,,4/8/16,1120960125,,4/8/16,9.74,,,,,,,,
11/18/24, $189.05 ,,4/9/16,23374699345,,4/9/16,882969880,,4/9/16,9.16,,,,,,,,
11/17/24, $175.78 ,,4/10/16,23678330657,,4/10/16,843594204,,4/10/16,8.8,,,,,,,,
11/16/24, $167.02 ,,4/11/16,23659454582,,4/11/16,809577184,,4/11/16,8.72,,,,,,,,
11/15/24, $178.38 ,,4/12/16,23059716953,,4/12/16,1025930028,,4/12/16,7.54,,,,,,,,
11/14/24, $252.79 ,,4/13/16,25246911318,,4/13/16,1248480822,,4/13/16,8.02,,,,,,,,
11/13/24, $245.02 ,,4/14/16,25758426765,,4/14/16,1121719747,,4/14/16,8.48,,,,,,,,
11/12/24, $198.45 ,,4/15/16,22848354360,,4/15/16,1056627642,,4/15/16,8.22,,,,,,,,
11/11/24, $147.29 ,,4/16/16,22969314896,,4/16/16,756208802,,4/16/16,8.48,,,,,,,,
11/10/24, $263.12 ,,4/17/16,23167419890,,4/17/16,1201820598,,4/17/16,9.45,,,,,,,,
11/9/24, $183.60 ,,4/18/16,22692256964,,4/18/16,907032725,,4/18/16,8.92,,,,,,,,
11/8/24, $171.67 ,,4/19/16,22921917181,,4/19/16,853996868,,4/19/16,8.77,,,,,,,,
11/7/24, $213.70 ,,4/20/16,23244541703,,4/20/16,1076546004,,4/20/16,8.54,,,,,,,,
11/6/24, $250.67 ,,4/21/16,24583057704,,4/21/16,1249597416,,4/21/16,8.16,,,,,,,,
11/5/24, $166.93 ,,4/22/16,23168317793,,4/22/16,920182050,,4/22/16,7.83,,,,,,,,
11/4/24, $166.98 ,,4/23/16,23328772911,,4/23/16,861316279,,4/23/16,8.31,,,,,,,,
11/3/24, $186.02 ,,4/24/16,22898306186,,4/24/16,1015487149,,4/24/16,8,,,,,,,,
11/2/24, $183.44 ,,4/25/16,22894325246,,4/25/16,1078392266,,4/25/16,7.43,,,,,,,,
11/1/24, $169.21 ,,4/26/16,24013247909,,4/26/16,939517922,,4/26/16,7.5,,,,,,,,
10/31/24, $162.61 ,,4/27/16,22769355411,,4/27/16,919149984,,4/27/16,7.77,,,,,,,,
10/30/24, $171.08 ,,4/28/16,23151110557,,4/28/16,1012268150,,4/28/16,7.3,,,,,,,,
10/29/24, $180.07 ,,4/29/16,22517844341,,4/29/16,1063388022,,4/29/16,7.52,,,,,,,,
10/28/24, $288.14 ,,4/30/16,23589420595,,4/30/16,1383313281,,4/30/16,8.83,,,,,,,,
10/27/24, $318.82 ,,5/1/16,24074701211,,5/1/16,1511731587,,5/1/16,8.76,,,,,,,,
10/26/24, $280.28 ,,5/2/16,23735031560,,5/2/16,1177337542,,5/2/16,10.03,,,,,,,,
10/25/24, $261.00 ,,5/3/16,24296239464,,5/3/16,1146450482,,5/3/16,9.37,,,,,,,,
10/24/24, $268.36 ,,5/4/16,23683442809,,5/4/16,1201616945,,5/4/16,9.43,,,,,,,,
10/23/24, $323.13 ,,5/5/16,24293386757,,5/5/16,1358637069,,5/5/16,9.79,,,,,,,,
10/22/24, $342.13 ,,5/6/16,23038005218,,5/6/16,1602023916,,5/6/16,9.27,,,,,,,,
10/21/24, $218.36 ,,5/7/16,23118154788,,5/7/16,1015648265,,5/7/16,9.3,,,,,,,,
10/20/24, $277.65 ,,5/8/16,23310345000,,5/8/16,1261744195,,5/8/16,9.44,,,,,,,,
10/19/24, $253.09 ,,5/9/16,23021017203,,5/9/16,1179593620,,5/9/16,9.32,,,,,,,,
10/18/24, $268.26 ,,5/10/16,23592720268,,5/10/16,1210893421,,5/10/16,9.39,,,,,,,,
10/17/24, $329.31 ,,5/11/16,23627226077,,5/11/16,1397950926,,5/11/16,9.97,,,,,,,,
10/16/24, $417.77 ,,5/12/16,25330807567,,5/12/16,1632935906,,5/12/16,10.1,,,,,,,,
10/15/24, $487.64 ,,5/13/16,28093994639,,5/13/16,1656228527,,5/13/16,10.48,,,,,,,,
10/14/24, $369.61 ,,5/14/16,23703052414,,5/14/16,1537818716,,5/14/16,10.14,,,,,,,,
10/13/24, $319.59 ,,5/15/16,22439773235,,5/15/16,1432831255,,5/15/16,9.94,,,,,,,,
10/12/24, $314.88 ,,5/16/16,22740132145,,5/16/16,1254259751,,5/16/16,11.04,,,,,,,,
10/11/24, $359.75 ,,5/17/16,22852181919,,5/17/16,1284047189,,5/17/16,12.26,,,,,,,,
10/10/24, $475.29 ,,5/18/16,23498384260,,5/18/16,1521937451,,5/18/16,13.29,,,,,,,,
10/9/24, $495.42 ,,5/19/16,23539460755,,5/19/16,1452477473,,5/19/16,14.49,,,,,,,,
10/8/24, $537.69 ,,5/20/16,23617555647,,5/20/16,1658172149,,5/20/16,13.73,,,,,,,,
10/7/24, $516.75 ,,5/21/16,22932813089,,5/21/16,1615273249,,5/21/16,13.95,,,,,,,,
10/6/24, $414.07 ,,5/22/16,22915048414,,5/22/16,1271624964,,5/22/16,14.21,,,,,,,,
10/5/24, $411.01 ,,5/23/16,23047905809,,5/23/16,1325875411,,5/23/16,13.45,,,,,,,,
10/4/24, $372.53 ,,5/24/16,23390787327,,5/24/16,1261981585,,5/24/16,12.62,,,,,,,,
10/3/24, $424.92 ,,5/25/16,23119167836,,5/25/16,1466859954,,5/25/16,12.53,,,,,,,,
10/2/24, $452.63 ,,5/26/16,22614164987,,5/26/16,1618046432,,5/26/16,12.37,,,,,,,,
10/1/24, $438.11 ,,5/27/16,23740827315,,5/27/16,1661028547,,5/27/16,11.11,,,,,,,,
9/30/24, $915.65 ,,5/28/16,26746665349,,5/28/16,2961437212,,5/28/16,11.56,,,,,,,,
9/29/24, $473.29 ,,5/29/16,23677018969,,5/29/16,1627804887,,5/29/16,12.28,,,,,,,,
9/28/24, $406.74 ,,5/30/16,23145863918,,5/30/16,1408071800,,5/30/16,12.48,,,,,,,,
9/27/24, $443.27 ,,5/31/16,22735089093,,5/31/16,1407740921,,5/31/16,13.85,,,,,,,,
9/26/24, $447.39 ,,6/1/16,22687558792,,6/1/16,1425852805,,6/1/16,13.83,,,,,,,,
9/25/24, $363.73 ,,6/2/16,22831513081,,6/2/16,1156113110,,6/2/16,13.78,,,,,,,,
9/24/24, $356.31 ,,6/3/16,22754854055,,6/3/16,1136334398,,6/3/16,13.78,,,,,,,,
9/23/24, $341.48 ,,6/4/16,22562926511,,6/4/16,1107944429,,6/4/16,13.66,,,,,,,,
9/22/24, $337.51 ,,6/5/16,22634657554,,6/5/16,1076614254,,6/5/16,13.85,,,,,,,,
9/21/24, $369.81 ,,6/6/16,23217826841,,6/6/16,1140974452,,6/6/16,13.96,,,,,,,,
9/20/24, $973.48 ,,6/7/16,23737534493,,6/7/16,2845963523,,6/7/16,14.41,,,,,,,,
9/19/24, $420.42 ,,6/8/16,23042966451,,6/8/16,1263496163,,6/8/16,14.44,,,,,,,,
9/18/24, $425.10 ,,6/9/16,22658862386,,6/9/16,1294746453,,6/9/16,14.49,,,,,,,,
9/17/24, $414.91 ,,6/10/16,22804128940,,6/10/16,1302395289,,6/10/16,13.97,,,,,,,,
9/16/24, $391.44 ,,6/11/16,22375029283,,6/11/16,1248713565,,6/11/16,14.01,,,,,,,,
9/15/24, $465.08 ,,6/12/16,22951154962,,6/12/16,1301471081,,6/12/16,15.57,,,,,,,,
9/14/24, $671.84 ,,6/13/16,22759240658,,6/13/16,1682028208,,6/13/16,17.55,,,,,,,,
9/13/24, $748.34 ,,6/14/16,22856579441,,6/14/16,1750832772,,6/14/16,18.7,,,,,,,,
9/12/24, $576.49 ,,6/15/16,22714226454,,6/15/16,1386896176,,6/15/16,18.3,,,,,,,,
9/11/24, $868.09 ,,6/16/16,23212696396,,6/16/16,1814513168,,6/16/16,20.61,,,,,,,,
9/10/24," $3,700.75 ",,6/17/16,24632069593,,6/17/16,9699231882,,6/17/16,15.49,,,,,,,,
9/9/24," $3,683.32 ",,6/18/16,24843768913,,6/18/16,13050992504,,6/18/16,11.36,,,,,,,,
9/8/24, $711.34 ,,6/19/16,22736174769,,6/19/16,2537463020,,6/19/16,12.33,,,,,,,,
9/7/24, $645.36 ,,6/20/16,22691090048,,6/20/16,2430847865,,6/20/16,11.7,,,,,,,,
9/6/24, $908.94 ,,6/21/16,25068845210,,6/21/16,2852692046,,6/21/16,12.71,,,,,,,,
9/5/24, $701.13 ,,6/22/16,23017973391,,6/22/16,2305841686,,6/22/16,13.21,,,,,,,,
9/4/24, $450.84 ,,6/23/16,22617185981,,6/23/16,1467850211,,6/23/16,13.58,,,,,,,,
9/3/24, $585.55 ,,6/24/16,22376397200,,6/24/16,1836377741,,6/24/16,14.25,,,,,,,,
9/2/24, $418.07 ,,6/25/16,22497935939,,6/25/16,1301309403,,6/25/16,14.28,,,,,,,,
9/1/24, $389.29 ,,6/26/16,22141167067,,6/26/16,1272219947,,6/26/16,13.82,,,,,,,,
8/31/24, $400.94 ,,6/27/16,22312348466,,6/27/16,1279888878,,6/27/16,14.04,,,,,,,,
8/30/24, $403.30 ,,6/28/16,22584213073,,6/28/16,1469765402,,6/28/16,12.15,,,,,,,,
8/29/24, $745.97 ,,6/29/16,22918582594,,6/29/16,2550844106,,6/29/16,12.76,,,,,,,,
8/28/24," $1,125.79 ",,6/30/16,22446491113,,6/30/16,4044720907,,6/30/16,12.4,,,,,,,,
8/27/24, $597.02 ,,7/1/16,22618172634,,7/1/16,2158272351,,7/1/16,12.23,,,,,,,,
8/26/24, $299.72 ,,7/2/16,22174765936,,7/2/16,1122621260,,7/2/16,12.04,,,,,,,,
8/25/24, $379.49 ,,7/3/16,22438609328,,7/3/16,1427198980,,7/3/16,11.85,,,,,,,,
8/24/24, $311.60 ,,7/4/16,22445903080,,7/4/16,1224175371,,7/4/16,11.34,,,,,,,,
8/23/24, $325.97 ,,7/5/16,22791928270,,7/5/16,1368607917,,7/5/16,10.45,,,,,,,,
8/22/24, $325.13 ,,7/6/16,22376280596,,7/6/16,1382496660,,7/6/16,10.51,,,,,,,,
8/21/24, $274.48 ,,7/7/16,22363551641,,7/7/16,1218807221,,7/7/16,10.07,,,,,,,,
8/20/24, $465.53 ,,7/8/16,22368208463,,7/8/16,1841766935,,7/8/16,11.3,,,,,,,,
8/19/24, $571.39 ,,7/9/16,22412574674,,7/9/16,2334633560,,7/9/16,10.92,,,,,,,,
8/18/24, $313.73 ,,7/10/16,22296567527,,7/10/16,1282671816,,7/10/16,10.97,,,,,,,,
8/17/24, $309.74 ,,7/11/16,22505333819,,7/11/16,1300828006,,7/11/16,10.58,,,,,,,,
8/16/24, $359.45 ,,7/12/16,22440652514,,7/12/16,1519722103,,7/12/16,10.54,,,,,,,,
8/15/24, $265.37 ,,7/13/16,22106770557,,7/13/16,1149799735,,7/13/16,10.44,,,,,,,,
8/14/24, $383.30 ,,7/14/16,22324847989,,7/14/16,1486527204,,7/14/16,11.55,,,,,,,,
8/13/24, $357.24 ,,7/15/16,22150401292,,7/15/16,1357561838,,7/15/16,11.88,,,,,,,,
8/12/24, $284.52 ,,7/16/16,22453905433,,7/16/16,1093312003,,7/16/16,11.59,,,,,,,,
8/11/24, $224.09 ,,7/17/16,22385907496,,7/17/16,894579244,,7/17/16,11.19,,,,,,,,
8/10/24, $289.63 ,,7/18/16,22194304300,,7/18/16,1183112877,,7/18/16,11.03,,,,,,,,
8/9/24, $345.78 ,,7/19/16,21817375021,,7/19/16,1362771496,,7/19/16,11.63,,,,,,,,
8/8/24," $1,020.60 ",,7/20/16,22553228644,,7/20/16,3608686150,,7/20/16,12.54,,,,,,,,
8/7/24, $447.73 ,,7/21/16,22496025782,,7/21/16,1572084963,,7/21/16,12.66,,,,,,,,
8/6/24, $576.30 ,,7/22/16,22388524770,,7/22/16,1736914290,,7/22/16,14.82,,,,,,,,
8/5/24, $484.84 ,,7/23/16,22644090502,,7/23/16,1486891308,,7/23/16,14.4,,,,,,,,
8/4/24, $478.45 ,,7/24/16,23334840904,,7/24/16,1623408980,,7/24/16,12.63,,,,,,,,
8/3/24, $559.89 ,,7/25/16,23055593809,,7/25/16,1754648808,,7/25/16,13.84,,,,,,,,
8/2/24, $567.59 ,,7/26/16,23802114598,,7/26/16,1974011991,,7/26/16,12.08,,,,,,,,
8/1/24, $512.17 ,,7/27/16,22886382980,,7/27/16,1714851632,,7/27/16,13.05,,,,,,,,
7/31/24, $658.40 ,,7/28/16,24336775150,,7/28/16,2102090676,,7/28/16,12.87,,,,,,,,
7/30/24, $594.95 ,,7/29/16,22951966479,,7/29/16,2014113080,,7/29/16,12.87,,,,,,,,
7/29/24, $384.69 ,,7/30/16,22341575288,,7/30/16,1369798941,,7/30/16,12.57,,,,,,,,
7/28/24, $361.47 ,,7/31/16,22551495057,,7/31/16,1351488065,,7/31/16,11.86,,,,,,,,
7/27/24, $339.12 ,,8/1/16,22560601997,,8/1/16,1361547316,,8/1/16,11.04,,,,,,,,
7/26/24, $285.09 ,,8/2/16,22679744211,,8/2/16,1514488094,,8/2/16,8.3,,,,,,,,
7/25/24, $350.12 ,,8/3/16,22667499175,,8/3/16,1482317473,,8/3/16,10.42,,,,,,,,
7/24/24, $368.61 ,,8/4/16,22424068262,,8/4/16,1466374182,,8/4/16,11.21,,,,,,,,
7/23/24, $327.24 ,,8/5/16,22709716839,,8/5/16,1304026331,,8/5/16,11.05,,,,,,,,
7/22/24, $287.03 ,,8/6/16,22261007498,,8/6/16,1177530476,,8/6/16,10.95,,,,,,,,
7/21/24, $307.02 ,,8/7/16,22143757119,,8/7/16,1262729849,,8/7/16,10.98,,,,,,,,
7/20/24, $644.21 ,,8/8/16,22238663553,,8/8/16,2565817408,,8/8/16,11.29,,,,,,,,
7/19/24, $391.48 ,,8/9/16,22880314198,,8/9/16,1400157039,,8/9/16,12.22,,,,,,,,
7/18/24, $410.76 ,,8/10/16,22839922128,,8/10/16,1471694578,,8/10/16,12.22,,,,,,,,
7/17/24, $374.20 ,,8/11/16,22430005194,,8/11/16,1428325553,,8/11/16,11.68,,,,,,,,
7/16/24, $365.53 ,,8/12/16,23389186213,,8/12/16,1326666513,,8/12/16,11.78,,,,,,,,
7/15/24, $291.48 ,,8/13/16,22116282460,,8/13/16,1140082745,,8/13/16,11.56,,,,,,,,
7/14/24, $271.50 ,,8/14/16,22080023368,,8/14/16,1096874038,,8/14/16,11.21,,,,,,,,
7/13/24, $307.89 ,,8/15/16,22387394758,,8/15/16,1226846171,,8/15/16,11.21,,,,,,,,
7/12/24, $350.58 ,,8/16/16,22133315567,,8/16/16,1418034622,,8/16/16,11.17,,,,,,,,
7/11/24, $313.01 ,,8/17/16,22449010538,,8/17/16,1294638318,,8/17/16,10.77,,,,,,,,
7/10/24, $395.67 ,,8/18/16,22271755769,,8/18/16,1649547423,,8/18/16,10.77,,,,,,,,
7/9/24, $325.85 ,,8/19/16,23013031811,,8/19/16,1322051295,,8/19/16,10.71,,,,,,,,
7/8/24, $301.38 ,,8/20/16,22008202022,,8/20/16,1214018556,,8/20/16,11.28,,,,,,,,
7/7/24, $323.91 ,,8/21/16,22724928781,,8/21/16,1279475184,,8/21/16,11.14,,,,,,,,
7/6/24, $335.71 ,,8/22/16,22323641612,,8/22/16,1358467325,,8/22/16,11.07,,,,,,,,
7/5/24, $850.63 ,,8/23/16,22472449180,,8/23/16,3437976497,,8/23/16,11.01,,,,,,,,
7/4/24, $332.78 ,,8/24/16,22134955112,,8/24/16,1365497931,,8/24/16,11.01,,,,,,,,
7/3/24, $369.59 ,,8/25/16,21662495420,,8/25/16,1503181516,,8/25/16,11.35,,,,,,,,
7/2/24, $359.22 ,,8/26/16,22060468684,,8/26/16,1446149563,,8/26/16,11.26,,,,,,,,
7/1/24, $320.53 ,,8/27/16,22084491734,,8/27/16,1297050238,,8/27/16,11.19,,,,,,,,
6/30/24, $284.01 ,,8/28/16,22327330954,,8/28/16,1157458709,,8/28/16,10.99,,,,,,,,
6/29/24, $325.27 ,,8/29/16,22503390990,,8/29/16,1320040213,,8/29/16,10.95,,,,,,,,
6/28/24, $363.01 ,,8/30/16,21969060645,,8/30/16,1474009089,,8/30/16,11.21,,,,,,,,
6/27/24, $350.75 ,,8/31/16,22383972827,,8/31/16,1356666091,,8/31/16,11.55,,,,,,,,
6/26/24, $391.53 ,,9/1/16,22350497450,,9/1/16,1434700962,,9/1/16,12.21,,,,,,,,
6/25/24, $553.08 ,,9/2/16,21832746445,,9/2/16,2097074659,,9/2/16,12.08,,,,,,,,
6/24/24, $323.70 ,,9/3/16,22180114518,,9/3/16,1231580684,,9/3/16,11.85,,,,,,,,
6/23/24, $586.86 ,,9/4/16,23122925314,,9/4/16,2167392083,,9/4/16,11.71,,,,,,,,
6/22/24, $341.39 ,,9/5/16,22297761925,,9/5/16,1303037941,,9/5/16,11.75,,,,,,,,
6/21/24, $393.16 ,,9/6/16,22011556383,,9/6/16,1526617928,,9/6/16,11.7,,,,,,,,
6/20/24, $402.49 ,,9/7/16,22086810764,,9/7/16,1572299632,,9/7/16,11.59,,,,,,,,
6/19/24, $480.47 ,,9/8/16,22630806155,,9/8/16,1863985100,,9/8/16,11.39,,,,,,,,
6/18/24, $492.48 ,,9/9/16,21954984795,,9/9/16,1913940716,,9/9/16,11.72,,,,,,,,
6/17/24, $330.36 ,,9/10/16,22516085593,,9/10/16,1217614180,,9/10/16,12.05,,,,,,,,
6/16/24, $330.65 ,,9/11/16,23221716092,,9/11/16,1223254865,,9/11/16,11.64,,,,,,,,
6/15/24, $426.29 ,,9/12/16,23192092540,,9/12/16,1545907006,,9/12/16,11.89,,,,,,,,
6/14/24, $362.52 ,,9/13/16,22172975216,,9/13/16,1371598775,,9/13/16,11.92,,,,,,,,
6/13/24, $440.05 ,,9/14/16,21847315101,,9/14/16,1682711707,,9/14/16,11.97,,,,,,,,
6/12/24, $437.89 ,,9/15/16,22076869309,,9/15/16,1658435104,,9/15/16,11.96,,,,,,,,
6/11/24, $606.26 ,,9/16/16,21913132122,,9/16/16,2194001365,,9/16/16,12.61,,,,,,,,
6/10/24, $454.71 ,,9/17/16,22349371995,,9/17/16,1585781668,,9/17/16,12.83,,,,,,,,
6/9/24, $364.20 ,,9/18/16,22722051979,,9/18/16,1293680440,,9/18/16,12.39,,,,,,,,
6/8/24, $357.76 ,,9/19/16,22459974842,,9/19/16,1231910250,,9/19/16,12.93,,,,,,,,
6/7/24, $482.03 ,,9/20/16,22114596899,,9/20/16,1480764928,,9/20/16,14.72,,,,,,,,
6/6/24, $418.95 ,,9/21/16,21875371150,,9/21/16,1395904968,,9/21/16,13.72,,,,,,,,
6/5/24, $695.32 ,,9/22/16,21998293790,,9/22/16,2410972590,,9/22/16,13.11,,,,,,,,
6/4/24, $662.34 ,,9/23/16,36520780497,,9/23/16,1357490092,,9/23/16,13.36,,,,,,,,
6/3/24, $982.17 ,,9/24/16,33231902597,,9/24/16,2289308086,,9/24/16,12.91,,,,,,,,
6/2/24, $881.58 ,,9/25/16,38650733832,,9/25/16,1747816446,,9/25/16,13.05,,,,,,,,
6/1/24," $1,415.26 ",,9/26/16,43188170153,,9/26/16,2542248908,,9/26/16,12.89,,,,,,,,
5/31/24," $1,236.56 ",,9/27/16,35880566234,,9/27/16,2632786474,,9/27/16,13.09,,,,,,,,
5/30/24, $898.53 ,,9/28/16,31053957466,,9/28/16,2175515747,,9/28/16,13.3,,,,,,,,
5/29/24, $561.23 ,,9/29/16,30521640536,,9/29/16,1396207408,,9/29/16,13.17,,,,,,,,
5/28/24, $502.43 ,,9/30/16,29817386069,,9/30/16,1272668731,,9/30/16,13.24,,,,,,,,
5/27/24," $1,466.44 ",,10/1/16,27851144123,,10/1/16,3985836244,,10/1/16,13.21,,,,,,,,
5/26/24," $1,449.75 ",,10/2/16,29274270351,,10/2/16,3743242598,,10/2/16,13.23,,,,,,,,
5/25/24," $1,057.04 ",,10/3/16,28921116127,,10/3/16,2717406813,,10/3/16,13.45,,,,,,,,
5/24/24," $1,112.07 ",,10/4/16,25719466740,,10/4/16,3246134901,,10/4/16,13.32,,,,,,,,
5/23/24, $945.91 ,,10/5/16,25204877308,,10/5/16,2866971417,,10/5/16,13.09,,,,,,,,
5/22/24, $695.42 ,,10/6/16,23383154022,,10/6/16,2310816610,,10/6/16,12.87,,,,,,,,
5/21/24, $710.65 ,,10/7/16,23148248452,,10/7/16,2421130656,,10/7/16,12.68,,,,,,,,
5/20/24, $734.16 ,,10/8/16,23382156317,,10/8/16,2565205408,,10/8/16,12.24,,,,,,,,
5/19/24, $794.54 ,,10/9/16,24293403159,,10/9/16,2711943257,,10/9/16,12.06,,,,,,,,
5/18/24, $689.70 ,,10/10/16,23808820587,,10/10/16,2467479630,,10/10/16,11.74,,,,,,,,
5/17/24, $446.41 ,,10/11/16,24289033632,,10/11/16,1564187991,,10/11/16,11.75,,,,,,,,
5/16/24, $466.63 ,,10/12/16,26037096488,,10/12/16,1522678013,,10/12/16,11.77,,,,,,,,
5/15/24," $1,270.07 ",,10/13/16,74508549155,,10/13/16,1418138280,,10/13/16,12.02,,,,,,,,
5/14/24, $840.06 ,,10/14/16,47491822159,,10/14/16,1486426699,,10/14/16,11.9,,,,,,,,
5/13/24, $833.81 ,,10/15/16,67021626922,,10/15/16,1040206098,,10/15/16,11.96,,,,,,,,
5/12/24, $766.72 ,,10/16/16,64860315135,,10/16/16,990865611,,10/16/16,11.93,,,,,,,,
5/11/24, $812.98 ,,10/17/16,62917625993,,10/17/16,1078574284,,10/17/16,11.98,,,,,,,,
5/10/24," $1,195.34 ",,10/18/16,56109104953,,10/18/16,1704303900,,10/18/16,12.5,,,,,,,,
5/9/24," $1,308.21 ",,10/19/16,26727015004,,10/19/16,4085729321,,10/19/16,11.98,,,,,,,,
5/8/24, $777.18 ,,10/20/16,28388678071,,10/20/16,2271887910,,10/20/16,12.05,,,,,,,,
5/7/24, $507.40 ,,10/21/16,27327186756,,10/21/16,1538319822,,10/21/16,12.07,,,,,,,,
5/6/24, $335.40 ,,10/22/16,25568419660,,10/22/16,1087705458,,10/22/16,12.06,,,,,,,,
5/5/24, $326.03 ,,10/23/16,27189463354,,10/23/16,1003447161,,10/23/16,11.95,,,,,,,,
5/4/24, $558.90 ,,10/24/16,26738598194,,10/24/16,1752086955,,10/24/16,11.93,,,,,,,,
5/3/24, $462.42 ,,10/25/16,25467763116,,10/25/16,1595508580,,10/25/16,11.38,,,,,,,,
5/2/24, $376.18 ,,10/26/16,24766803093,,10/26/16,1320784021,,10/26/16,11.5,,,,,,,,
5/1/24, $373.22 ,,10/27/16,25335805631,,10/27/16,1288784933,,10/27/16,11.43,,,,,,,,
4/30/24, $374.81 ,,10/28/16,26393346615,,10/28/16,1281666893,,10/28/16,11.08,,,,,,,,
4/29/24, $308.80 ,,10/29/16,26931401011,,10/29/16,1103589525,,10/29/16,10.39,,,,,,,,
4/28/24, $331.48 ,,10/30/16,25710654068,,10/30/16,1149072616,,10/30/16,11.22,,,,,,,,
4/27/24, $364.54 ,,10/31/16,24958279875,,10/31/16,1338772706,,10/31/16,10.91,,,,,,,,
4/26/24, $432.56 ,,11/1/16,27306724366,,11/1/16,1473547479,,11/1/16,10.75,,,,,,,,
4/25/24, $316.84 ,,11/2/16,24483859111,,11/2/16,1195992854,,11/2/16,10.82,,,,,,,,
4/24/24, $318.74 ,,11/3/16,24961749448,,11/3/16,1175802179,,11/3/16,10.86,,,,,,,,
4/23/24, $242.54 ,,11/4/16,23953353775,,11/4/16,909734105,,11/4/16,11.13,,,,,,,,
4/22/24, $271.56 ,,11/5/16,24196990421,,11/5/16,1010144475,,11/5/16,11.11,,,,,,,,
4/21/24, $253.92 ,,11/6/16,24064007293,,11/6/16,961866815,,11/6/16,10.97,,,,,,,,
4/20/24, $309.32 ,,11/7/16,24556000429,,11/7/16,1155660767,,11/7/16,10.9,,,,,,,,
4/19/24, $340.62 ,,11/8/16,24358801328,,11/8/16,1287625339,,11/8/16,10.86,,,,,,,,
4/18/24, $381.55 ,,11/9/16,25674126403,,11/9/16,1396745204,,11/9/16,10.64,,,,,,,,
4/17/24, $349.63 ,,11/10/16,24703835063,,11/10/16,1345345017,,11/10/16,10.52,,,,,,,,
4/16/24, $389.42 ,,11/11/16,28889390493,,11/11/16,1309985453,,11/11/16,10.29,,,,,,,,
4/15/24, $295.14 ,,11/12/16,25243993965,,11/12/16,1173857840,,11/12/16,9.96,,,,,,,,
4/14/24, $331.59 ,,11/13/16,25168748733,,11/13/16,1300556775,,11/13/16,10.13,,,,,,,,
4/13/24, $363.22 ,,11/14/16,24969184273,,11/14/16,1454676000,,11/14/16,10,,,,,,,,
4/12/24, $355.78 ,,11/15/16,24586128040,,11/15/16,1415927265,,11/15/16,10.22,,,,,,,,
4/11/24, $323.82 ,,11/16/16,24746018974,,11/16/16,1307260877,,11/16/16,10.01,,,,,,,,
4/10/24, $289.09 ,,11/17/16,24334480804,,11/17/16,1193953855,,11/17/16,9.95,,,,,,,,
4/9/24, $316.66 ,,11/18/16,24779293462,,11/18/16,1340958763,,11/18/16,9.53,,,,,,,,
4/8/24, $260.74 ,,11/19/16,24367796634,,11/19/16,1103106990,,11/19/16,9.7,,,,,,,,
4/7/24, $293.69 ,,11/20/16,24297865025,,11/20/16,1263031869,,11/20/16,9.57,,,,,,,,
4/6/24, $320.38 ,,11/21/16,24827550548,,11/21/16,1349827967,,11/21/16,9.56,,,,,,,,
4/5/24, $360.02 ,,11/22/16,23329377849,,11/22/16,1568306298,,11/22/16,9.84,,,,,,,,
4/4/24, $782.11 ,,11/23/16,24571404785,,11/23/16,3254628695,,11/23/16,9.78,,,,,,,,
4/3/24, $570.48 ,,11/24/16,27981297065,,11/24/16,2211281024,,11/24/16,9.22,,,,,,,,
4/2/24, $535.69 ,,11/25/16,24440853301,,11/25/16,2334154461,,11/25/16,9.39,,,,,,,,
4/1/24, $649.32 ,,11/26/16,24641800522,,11/26/16,2821246160,,11/26/16,9.34,,,,,,,,
3/31/24," $1,000.74 ",,11/27/16,25256371561,,11/27/16,4447039191,,11/27/16,8.91,,,,,,,,
3/30/24," $1,048.19 ",,11/28/16,25726139305,,11/28/16,4699460436,,11/28/16,8.67,,,,,,,,
3/29/24, $806.52 ,,11/29/16,25163119754,,11/29/16,3918288751,,11/29/16,8.18,,,,,,,,
3/28/24, $290.81 ,,11/30/16,23375317675,,11/30/16,1448305639,,11/30/16,8.59,,,,,,,,
3/27/24, $226.84 ,,12/1/16,22785340768,,12/1/16,1179561410,,12/1/16,8.44,,,,,,,,
3/26/24, $215.49 ,,12/2/16,23095222285,,12/2/16,1219699612,,12/2/16,7.65,,,,,,,,
3/25/24, $201.08 ,,12/3/16,22832490174,,12/3/16,1114755125,,12/3/16,7.9,,,,,,,,
3/24/24, $193.21 ,,12/4/16,22644586389,,12/4/16,1131598024,,12/4/16,7.54,,,,,,,,
3/23/24, $196.76 ,,12/5/16,23613848731,,12/5/16,1245472147,,12/5/16,6.69,,,,,,,,
3/22/24, $254.85 ,,12/6/16,23636815655,,12/6/16,1416816699,,12/6/16,7.61,,,,,,,,
3/21/24, $274.16 ,,12/7/16,23374892164,,12/7/16,1404643653,,12/7/16,8.35,,,,,,,,
3/20/24," $9,658.63 ",,12/8/16,9.39588E+11,,12/8/16,1238511280,,12/8/16,8.3,,,,,,,,
3/19/24, $260.55 ,,12/9/16,22949471336,,12/9/16,1332538357,,12/9/16,8.52,,,,,,,,
3/18/24, $222.76 ,,12/10/16,22755035263,,12/10/16,1210059849,,12/10/16,8.09,,,,,,,,
